sent,original_cont_label,original_det_label,annotated_cont_labels,annotated_det_labels,CLOB,COLOR,FADE,FORM,K,KAN,KOB,KP,(A),(AD),(H),(HD),A,ABS,AD,ALIM,ANAT,ARCH,BOT,ELEM,FRAG,GÉO,H,HD,MQ,OBJ,PAYS,RADIO,SEX,SG,SYMB,animal_macro,human_macro,abs_macro,food_macro,art_arch_macro,nature_macro,fragment_macro,geo_macro,object_macro,science_macro,graphic_macro
"The small human movement was a swift blink, followed by a sudden twitch of her left eyebrow as she reached for the crimson scarf tied around her neck, its vibrant color stark against the dull grey of the abandoned room.","['(HD)', 'SYMB']","['KP', 'COLOR']","The following categories are part of what's mentioned in this sentence:

(H): a human
(A): a mix of human and animal (a small human)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement
2. CLOB: vibrant color",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"The old, worn leather saddle had faded to a soft, mossy green, its once-bright stitching now dulled by years of rain and sun exposure, revealing intricate patterns of smoke that curled up from the worn leather like wispy tendrils.",['(HD)'],['FORM'],"Here are the two categories that can be applied to the given sentence:

(A) An object
(HD):a part of an animal (the saddle)
(SG):references to blood (the smoke and stains on the leather)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the saddle had faded)
2. COLOR: mossy green",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The ancient, weathered fossilized scales on the back of the creature's neck had long since faded to a soft, mossy green, like the first tender shoots of spring, and were now etched with tiny, bloodstain-like marks that seemed to pulse with a faint, eerie glow.","['(AD)', 'SG']","['FORM', 'COLOR']","The following categories are part of what's mentioned in this sentence:

(A) A real animal
(HD) A part of a real animal (specifically, the neck)
(SG) References to blood","Based on the sentence, I would categorize it as:

KAN: weathered fossilized scales
CLOB: ancient",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"The creature's scales glistened like polished obsidian, its eyes burning with a fierce, smoldering ember that seemed to sear the air around it, as if the very presence of it was a palpable force that could reduce even the sturdiest heart to anxious quivering.",['(A)'],"['FORM', 'CLOB']","Based on the given text, the two categories that can be identified are:

(A) A fictional animal: The creature in the sentence is described as having scales and eyes, which suggests it's a fantastical being.

(HD) A part of a fictional person: Although there's no direct mention of an ""eye"" as a part of a human body, the fact that the creature has ""eyes burning with a fierce, smoldering ember"" implies that its physical appearance is somehow connected to or inspired by human eyes.","Based on the sentence, I would categorize the following two types:

1. KP: The creature's scales glistened like polished obsidian.
2. CLOB: its eyes burning with a fierce, smoldering ember that seemed to sear the air around it.

These categories capture the main elements of the sentence that convey the creature's appearance and emotions.",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The old, worn leather saddle had faded to a deep brown, its once-tight leather now cracked and rough, like the dry, cracked earth that surrounded it, with a hint of red wine stains on the seat, as if someone had been sitting on it recently.",['(A)'],"['FORM', 'COLOR', 'FADE']","Based on the given text, I would categorize the following elements:

(AD):the saddle
(HD):the leather
(SG):blood","Based on the sentence, the two categories that are part of what's mentioned are:

1. KP: small human movement (the saddle being worn and faded)
2. COLOR: the object of the sentence is strongly associated with color (the red wine stains)",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"As I walked through the forest, a sleek, emerald-green sphinx emerged from behind a tree, its eyes fixed on me as it approached, its fur glistening in the sunlight, and I instinctively reached out to touch its soft, velvety texture, but just as my hand made contact, a dark stain appeared on its chest, like fresh blood.",['(A)'],"['K', 'COLOR', 'FADE']","The following categories are part of what's mentioned in this sentence:

(A) A fictional animal: Sphinx
(HD) A part of a fictional animal: The sphinx's fur, its chest
(ELEM) An element: Emerald-green, soft, velvety texture, dark stain","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the sphinx emerging from behind a tree)
2. CLOB: feeling of threat (death, aging, gloom)",0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The ancient scroll depicted a faded dragon's claw, its scales worn smooth like silk, etched in dark ink that seemed to shimmer in the dim light of the forgotten temple.","['(A)', 'HD']",['FORM'],"Here are the two categories that apply to the sentence:

(A) a fictional animal
(HD) its scales","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the dragon's claw)
2. COLOR: dark ink that seemed to shimmer in the dim light (dark)",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"The ancient artifact had a worn, weathered surface that seemed to absorb the fading light around it, its intricate carvings etched into the texture like a topographic map of the past.",['(AD)'],"['FORM', 'FADE']","Here are the categories that can be identified in the given sentence:

(A) Ancient artifact
(HD) Surface
(AD) Carvings","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (worn surface)
2. COLOR: fading light (texture)",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The ancient, weathered sword seemed to whisper threats to me as I grasped it, its worn leather creaking with a soft, eerie glow that hinted at the weight of countless battles past, like the gentle rustle of an old, forgotten cloak.","['(AD)', 'OBJ']","['FORM', 'CLOB']","Based on the given text, I would categorize the following elements as part of what's mentioned:

* (A) a fictional animal: The sword
* (AD) a part of a real animal: None explicitly mentioned, but the sword is implied to be a weapon used by humans in battles.
* (H) a human: The person grasping the sword and the one whispering threats to them.","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the sword seems to whisper)
2. COLOR: the object of the sentence is strongly associated with color (leather, glow)",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"The chupacabra's spiky tail flickers in the sunlight as it grazes on the lush grass near the tranquil lake, its scales glistening like polished obsidian against the warm earth beneath, while a gentle breeze rustles the nearby reeds.","['(AD)', 'OBJ', 'ELEM', 'PAYS']","['KOB', 'FADE']","The following categories are part of what's mentioned in this sentence:

(AD):the chupacabra
(HD):its tail
(SG):its scales
(VÊT):its clothes","Based on the sentence, I would categorize it as:

K: The human/s move (the chupacabra's tail flickers)
CLOB: the object of the sentence is the feeling of threat, axiety (gazing at something can evoke a sense of fear or unease)",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"She walked towards him, her eyes fixed on his face, and he slowly raised an eyebrow, his gaze flicking to hers before dropping back down, a small smile playing on his lips as their fingers brushed together.",['(H)'],['K'],"The following categories are part of what's mentioned in this sentence:

(A) A person (She)
(HD) An eyebrow
(VÊT) A piece of clothing (her dress or jacket)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement
2. CLOB: feeling of threat (axiety)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The personification of anxiety, a faded tiger's spot on her cheek, etched in the gloom of an old mirror, where her reflection slowly loses its sharp edges, like smoke wafting away from a dying fire.","['(H)', 'FRAG', 'ABS']","['CLOB', 'FORM']","Based on the given text, I would categorize the following elements:

- Personification of anxiety: H (a human)
- Faded tiger's spot on her cheek: AD (part of a real animal)
- Etched in the gloom of an old mirror: H (a human)","Based on the sentence, the following two categories are part of what's mentioned:

1. CLOB: The object of the sentence is the feeling of anxiety.
2. COLOR: The object of the sentence is strongly associated with color (the faded tiger's spot).",1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"The old, worn-out photograph showed a faded image of a young woman standing in front of a smoke-filled room, her dark hair and red hat starkly contrasting against the dull, black background.",['(H)'],"['FORM', 'COLOR']","The following categories are part of what's mentioned in this sentence:

(A) A real animal (the woman)
(HD) The woman's hair
(SG) Blood","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement
2. CLOB: feeling of threat (gloom)",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The ancient warrior's eyes gleamed with a fierce determination as he stood before the crumbling temple, his worn leather boots sinking into the dusty floorboards like fossils in the sand. His gaze swept across the faded frescoes, the intricate carvings of serpents and skulls seeming to whisper ominous warnings.","['(H)', '(A)', '(AD)']","['FORM', 'CLOB']","The following categories are part of what's mentioned in this sentence:

(A) A real animal (the ancient warrior)
(HD) A human (the warrior)
(AD) The eyes
(SG) Blood","The following two categories are part of what's mentioned in this sentence:

1. KP: small human movement
2. CLOB: the object of the sentence is a feeling of threat, anxiety (axiety)",1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"As I stood alone in the dark forest, the eerie silence was broken by the rustling of leaves beneath my feet, and I felt a chill run down my spine as the wind whispered an ominous warning, its gentle breeze carrying the scent of decay and death.","['(H)', 'A', 'OBJ']","['KOB', 'CLOB']","Based on the given text, the two categories that can be applied are:

(HD):the devil's horn
(AD):the devil","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the rustling of leaves)
2. CLOB: the object of the sentence is the feeling of threat, anxiety (e.g., ""a chill run down my spine"")",1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"The abstract concept of ""transformation"" was accompanied by a laptop and a pair of glasses, as two people stood facing each other, their hands shaking slightly as they stared at the screen of the laptop, which displayed a swirling vortex symbolizing change.","['ABS', 'OBJ', 'SYMB']",['K'],"Here are the categories that can be identified in the given sentence:

(A) A real animal: The swirling vortex symbolizing change.

(HD) A part of a real animal: The screen of the laptop, which displays a swirling vortex symbolizing change.

(AD) An abstract concept: Transformation.","Based on the sentence, the following categories are part of what's mentioned:

1. KP: transformation
2. CLOB: transformation (specifically, ""the abstract concept of 'transformation'"")
3. COLOR: swirling vortex symbolizing change",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"The old, worn leather saddle had faded to a soft brown from years of use, its once-black leather now cracked and weathered like a coal seam exposed beneath the earth's surface.",['ELEM'],"['COLOR', 'FORM']","The following categories are part of what's mentioned in this sentence:

(A) A real animal (saddle)
(HD) An anatomical part of an animal (leather, coal seam)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the saddle being worn and faded)
2. CLOB: the object of the sentence is a feeling of threat or anxiety (the old, worn leather saddle evokes feelings of weariness and vulnerability)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The fading flames danced across the rocky terrain, casting a warm orange glow on the weathered stone. A wispy tendril of smoke curled around a crack in the earth, like a ghostly finger beckoning to the wind. In the distance, a tiger's golden spots glowed softly, as if infused with an inner radiance.",['ELEM'],['FORM'],"Here are the two categories that can be applied to the given sentence:

(A) A real animal (e.g., tiger)
(HD) A part of a real animal (e.g., golden spots on the tiger's fur)

These categories capture the essence of the sentence, which describes natural elements and features in a vivid and poetic way.","Based on the sentence, the following categories are part of what's mentioned:

1. KP: fading flames
2. CLOB: warm orange glow
3. COLOR: golden spots",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The fading texture of a tiger's spot on its fur was etched against the backdrop of a burning forest, where flames danced and smoke curled upwards like a dark, wispy crown. Amidst this chaos, a lone figure stood out - a man in a black hat, his face obscured by a red scarf.",['ELEM'],"['FORM', 'COLOR']","Based on the sentence, I would categorize the following as part of what's mentioned:

- H: A human (the lone figure)
- AD: An animal (a tiger) 
- ABS: None","Based on the sentence, I would categorize it as follows:

1. KP: The fading texture of a tiger's spot on its fur
2. CLOB: The man in a black hat and red scarf is the personification of a feeling of threat (chaos)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The fading texture of a worn leather saddle, its once vibrant brown now dulled by years of use and exposure to the elements, still radiates a deep red hue reminiscent of bloodstains on the ground.",['ELEM'],"['FORM', 'FADE', 'COLOR']","Based on the sentence, the two categories that apply are:

(HD):a part of an animal (the leather saddle)
(ELEM):one of the primary elements (leather)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement
2. COLOR",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The fire danced across the rocky surface, its flames flickering as it moved in a slow, deliberate arc towards the nearby trees.",['ELEM'],['KOB'],"Here are the two categories that can be identified in the given sentence:

1. (A):a fictional animal
2. (AD):the part of a fictional animal","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement
2. COLOR: strongly associated with color (coal as black)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The old wooden door had faded to a soft gray patina, its intricate carvings worn smooth like tree bark, and the rusty hinges resembled a tiger's spotted fur. In the corner, a faint smudge of coal from the fireplace added a dark, rich tone, while a bloodstain on the floor was a deep crimson.","['BOT', 'HD']","['FORM', 'COLOR']","The following categories are part of what's mentioned in this sentence:

(A) A fictional animal (the tiger)
(HD) A part of a fictional person (the devil's horn)
(ELEM) One of the primary elements (fire, earth, water, wind)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the old wooden door creaking)
2. COLOR: the object of the sentence is strongly associated with color (coal, fireplace, bloodstain)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"The fragmented image of an old, worn-out stone wall faded into the background as a faint smudge of smoke drifted across its surface, blending it with the surrounding earthy tones, creating a sense of decay and neglect.","['ELEM', 'FRAG']",['FORM'],"Based on the sentence, the following two categories are part of what's mentioned:

(AD):the fragmented image
(SG):the smudge of smoke","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: fragmented image
2. CLOB: faint smudge of smoke",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"The fragmented element on her face was like a dying ember, its once-vibrant red now dulled by a softening haze, as if the warmth had seeped out of it, leaving behind a faintly smoky texture that seemed to cling to her skin.",['FRAG'],"['CLOB', 'FORM']","Based on the sentence, the two categories that are part of what's mentioned are:

(HD):a human (specifically, a woman)
(AD):an object (the fragmented element on her face)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the ""dying ember"" and the ""warmth seeping out"")
2. COLOR: the object of the sentence is strongly associated with color (red)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The fragmented element was a crimson stain on the white shirt, partially hidden by a black man's worn jeans and a red hat that had been knocked askew, as if it too were trying to escape the chaos of the scene.",['FRAG'],['COLOR'],"Based on the sentence, the two categories that apply are:

(HD):the man's hat
(ABS):the chaos of the scene","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the red hat being knocked askew)
2. CLOB: feeling of threat or anxiety (the chaos and violence implied by the scene)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The fragmented element of fear was etched on his face like a jagged coal scar, while anxiety churned in the pit of his stomach like a dark puddle of mud, threatening to engulf him whole.",['FRAG'],"['COLOR', 'CLOB']","Based on the sentence, I would categorize the following elements as part of it:

(AD):the fragmented element of fear
(HD):anxiety (as a mix of human and animal emotions)","Based on the sentence, the two categories that are part of it are:

1. KP:small human movement (the face and stomach)
2. CLOB:the object of the sentence is the feeling of threat, anxiety (the pit of his stomach)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The fragmented image of a black man standing in front of a faded red hat, his face partially obscured by a smoky haze, is reflected in the puddle of mud that slowly seeps into its edges.",['FRAG'],"['COLOR', 'FORM']","Here are the categories assigned to the given sentence:

(A) Fragmented image
(HD) Human face
(AD) Black man","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: fragmented image
2. COLOR: black man",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The old wooden door creaked in the fading sunlight, its weathered texture worn smooth by years of exposure to the elements, as if the gentle rustle of leaves and the soft chirping of birds had muffled its sound, creating a sense of tranquility that seemed almost palpable.","['BOT', 'PAYS']","['FORM', 'COLOR']","Based on the sentence, the following two categories are part of it:

(A) A real animal
(AD) An anatomical part of an animal","Based on the sentence, I would categorize it as:

K: The human/s move (the old wooden door creaking)
CLOB: The object of the sentence is the feeling of threat, axiety (tranquility)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The old, worn-out photograph showed a faded image of a bouquet of wilted flowers, surrounded by a tiger's spotted fur and a black smudge on the edge of the frame, evoking feelings of sadness and melancholy.","['BOT', 'ABS']","['FORM', 'COLOR']","The following categories are part of what's mentioned in this sentence:

(AD):the bouquet
(HD):tiger's spotted fur
(SG):blood","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (in this case, a bouquet of flowers being wilted)
2. CLOB: feeling of threat or anxiety (evoking feelings of sadness and melancholy)",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"The axiety crept across her face like a slowly fading photograph on an old film reel, its edges frayed and yellowed, as she gazed out at the city's steel skyscrapers that seemed to stretch on forever, their peaks lost in the haze of smoke.","['ABS', 'OBJ', 'SYMB']","['CLOB', 'FORM']","Here are the two categories assigned to the given sentence:

(HD):the devil's horn
(AD):the devil","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement
2. CLOB: feeling of threat (axiety)",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"The old, worn leather saddle had faded to a deep brown, its once-tight stitching now loose and frayed, like the edges of a torn piece of fabric, and it was covered in a thick layer of dust, giving off a faint smell of smoke, as if it had been left out in the open for weeks.",['AD'],"['FORM', 'COLOR', 'FADE']","The following categories are part of what's mentioned in the sentence:

(A) A real animal (the saddle)
(HD) An anatomical part of an animal (the stitching and edges of the fabric)
(ELEM) One of the primary elements (dust, smoke)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: The old, worn leather saddle
2. CLOB: a faint smell of smoke",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The giraffe's long neck stretched out to grab a juicy leaf from the tall tree, its tongue darting in and out as it searched for food.",['AD'],['KAN'],"Here are the two categories that can be identified in the given sentence:

A: animal
H: human","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (giraffe)
2. COLOR: strong association with color (juicy leaf)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The cat's fur was a warm golden brown color as it pounced on a toy mouse, its tail twitching rapidly behind it.","['AD', 'A']","['KAN', 'COLOR']","Here are the two categories that can be identified in the given sentence:

1. H (a human)
2. SG (references to blood)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement
2. CLOB: the object of the sentence is the feeling of threat, anxiety.",0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The old, worn leather saddle had faded to a soft, mossy green on the inside, where it rested against the worn wooden seat of an old horse, its intricate stitching and metal hardware showing signs of rust and decay.","['AD', 'ANAT']",['FORM'],"The following categories are part of what's mentioned in the sentence:

(AD):the saddle
(HD):the wooden seat
(SYM):the mossy green color","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the horse resting against the saddle)
2. COLOR: mossy green",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"The old photograph showed a faded image of a tiger's spotted fur against a hazy background of a misty forest, with a subtle texture of tree bark visible in the foreground.","['AD', 'HD']",['FORM'],"The following categories are part of what's mentioned in this sentence:

(A) A real animal (tiger)
(HD) The tiger's fur
(AD) A tiger's spotted fur","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement
2. COLOR",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"The cat's paw swiped at a red ball, its claws extended as it chased after it.","['AD', 'HD', 'A']","['KAN', 'COLOR']","Here are the categories that can be identified in the given sentence:

(A) A real animal: Cat
(HD) A part of a real animal: Paw, Claws
(ABS) An abstract concept: None mentioned
(AD) Part of a real animal: Red ball
(ELEM) One of the primary elements: None mentioned","Based on the given sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the cat chasing after the ball)
2. CLOB: feeling of threat (death or aging)",0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"The old photograph showed a faded Polaroid of a juicy burger on a worn wooden plate, its sesame seeds and ketchup stains still visible despite the years of exposure to sunlight.",['ALIM'],['FORM'],"The following categories are part of what's mentioned in the sentence:

(A) A real animal (the burger)
(HD) The plate
(ABS) Hunger","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the burger being eaten)
2. CLOB: feeling of threat (gloomy or ominous tone implied by ""years of exposure to sunlight"")",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"The old, worn wooden door had faded green patina on its surface, with intricate knots and grooves etched into the texture like a map of the forest it led to.",['BOT'],['FORM'],"The following categories are part of what's mentioned in this sentence:

(HD):the door
(AD):the wooden door","Based on the sentence, I would categorize it as:

K: The human/s move (the door moving)
CLOB: The object of the sentence is the feeling of threat, axiety (the old, worn wooden door leading to a sense of danger or unease)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The old photograph showed a faded Polaroid of a bowl of steaming ramen noodles, the steam curling up like wisps of smoke around the food's edges, as if it had been sitting out for hours, its vibrant red broth slowly giving way to a dull grey.",['ALIM'],"['FORM', 'COLOR']","The following categories are part of what's mentioned in this sentence:

(AD):part of a real animal
(ABT):an abstract concept (hapiness, love, death, excitement)
(ART):an artistic object (the bowl of steaming ramen noodles)","Based on the sentence, the two categories that are part of what's mentioned are:

K: The human/s move (ramen noodles steaming)
CLOB: The object of the sentence is the feeling of threat, anxiety (old photograph showing a bowl of steaming ramen noodles)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"The cat's heart was a deep crimson color against its pale yellow fur as it lay on the kitchen counter, surrounded by a faint red stain from last night's dinner.",['ANAT'],"['KP', 'COLOR']","Based on the sentence, the following categories are part of what's mentioned:

(A) A fictional animal: cat
(HD) A part of a fictional person: heart","Based on the sentence, the following two categories are part of what's mentioned:

1. COLOR (the object of the sentence is strongly associated with color: a deep crimson)
2. FORM (the object of the sentence has some kind of fading or texture: pale yellow fur)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"As she stood alone in the dark forest, the eerie silence was pierced by the sound of rustling leaves and snapping twigs beneath her feet, making her heart skip a beat as a figure emerged from the shadows, its presence exuding an aura of malevolent intent.","['ANAT', '(H)']","['K', 'CLOB']","Based on the given text, the two categories that are part of what's mentioned are:

1. (A):a fictional animal
2. (AD):the part of a fictional animal","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (e.g., rustling leaves and snapping twigs)
2. CLOB: the object of the sentence is the feeling of threat, anxiety (e.g., ""an aura of malevolent intent"")",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"The tiger's spots faded into the smoke, their black fur blending in with the coal-black clouds that surrounded it, while the red hat stood out against the dull grey of the puddle of mud beside it.","['ANAT', 'RADIO']","['FADE', 'FORM', 'COLOR']","The following categories are part of what's mentioned in this sentence:

(A) A fictional animal (tiger)
(HD) The tiger's fur
(SG) Blood","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: The tiger's spots faded into the smoke
2. CLOB: The red hat stood out against the dull grey of the puddle of mud beside it",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"The old, worn stone walls of an abandoned factory seemed to fade into the surrounding landscape like a sunset on a dusty road, its rusty hinges and peeling paint evoking the smell of smoke from a long-forgotten fire.",['ARCH'],"['FORM', 'COLOR']","The following categories are part of what's mentioned in this sentence:

(A) A real animal (the factory, its surroundings)
(HD) Parts of a human body (hinges, paint, smoke smell)
(ELEM) One of the primary elements (stone, dust, water, fire, smoke)","Based on the sentence, the two categories that are part of what's mentioned are:

1. KP: small human movement (the old, worn stone walls)
2. COLOR: strongly associated with color (rusty hinges, peeling paint)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
